|dates|Montezuma_Colorado_UnitedStates.JHU_ConfirmedCases.data|Montezuma_Colorado_UnitedStates.JHU_ConfirmedCases.missing|Montezuma_Colorado_UnitedStates.JHU_ConfirmedDeaths.data|Montezuma_Colorado_UnitedStates.JHU_ConfirmedDeaths.missing|Montezuma_Colorado_UnitedStates.JHU_ConfirmedRecoveries.data|Montezuma_Colorado_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|35.0|0|3.0|0|0.0|0
0|2020-05-25|36.0|0|3.0|0|0.0|0
0|2020-05-26|36.0|0|3.0|0|0.0|0
