|dates|Phillips_Arkansas_UnitedStates.JHU_ConfirmedCases.data|Phillips_Arkansas_UnitedStates.JHU_ConfirmedCases.missing|Phillips_Arkansas_UnitedStates.JHU_ConfirmedDeaths.data|Phillips_Arkansas_UnitedStates.JHU_ConfirmedDeaths.missing|Phillips_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.data|Phillips_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|5.0|0|1.0|0|0.0|0
0|2020-05-18|5.0|0|1.0|0|0.0|0
0|2020-05-19|5.0|0|1.0|0|0.0|0
0|2020-05-20|5.0|0|1.0|0|0.0|0
0|2020-05-21|6.0|0|1.0|0|0.0|0
0|2020-05-22|7.0|0|1.0|0|0.0|0
0|2020-05-23|7.0|0|1.0|0|0.0|0
