|dates|Davison_SouthDakota_UnitedStates.JHU_ConfirmedCases.data|Davison_SouthDakota_UnitedStates.JHU_ConfirmedCases.missing|Davison_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.data|Davison_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.missing|Davison_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.data|Davison_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|9.0|0|0.0|0|0.0|0
0|2020-05-15|9.0|0|0.0|0|0.0|0
0|2020-05-16|9.0|0|0.0|0|0.0|0
