|dates|Union_SouthDakota_UnitedStates.JHU_ConfirmedCases.data|Union_SouthDakota_UnitedStates.JHU_ConfirmedCases.missing|Union_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.data|Union_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.missing|Union_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.data|Union_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|60.0|0|0.0|0|0.0|0
0|2020-05-18|62.0|0|0.0|0|0.0|0
0|2020-05-19|62.0|0|0.0|0|0.0|0
0|2020-05-20|68.0|0|0.0|0|0.0|0
0|2020-05-21|68.0|0|0.0|0|0.0|0
0|2020-05-22|73.0|0|0.0|0|0.0|0
0|2020-05-23|73.0|0|0.0|0|0.0|0
