|dates|Buckingham_Virginia_UnitedStates.JHU_ConfirmedCases.data|Buckingham_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Buckingham_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Buckingham_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Buckingham_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Buckingham_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|445.0|0|3.0|0|0.0|0
0|2020-05-28|445.0|0|3.0|0|0.0|0
0|2020-05-29|445.0|0|3.0|0|0.0|0
0|2020-05-30|445.0|0|3.0|0|0.0|0
