|dates|Wayne_Indiana_UnitedStates.JHU_ConfirmedCases.data|Wayne_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Wayne_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Wayne_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Wayne_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Wayne_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|61.0|0|5.0|0|0.0|0
0|2020-05-18|61.0|0|5.0|0|0.0|0
0|2020-05-19|62.0|0|5.0|0|0.0|0
0|2020-05-20|63.0|0|5.0|0|0.0|0
0|2020-05-21|64.0|0|5.0|0|0.0|0
0|2020-05-22|65.0|0|5.0|0|0.0|0
0|2020-05-23|65.0|0|5.0|0|0.0|0
