|dates|Sumner_Tennessee_UnitedStates.JHU_ConfirmedCases.data|Sumner_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|Sumner_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|Sumner_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|Sumner_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|Sumner_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|811.0|0|45.0|0|0.0|0
0|2020-05-25|827.0|0|45.0|0|0.0|0
0|2020-05-26|827.0|0|45.0|0|0.0|0
