|dates|Mecklenburg_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Mecklenburg_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Mecklenburg_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Mecklenburg_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Mecklenburg_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Mecklenburg_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|2591.0|0|64.0|0|0.0|0
0|2020-05-18|2652.0|0|64.0|0|0.0|0
0|2020-05-19|2652.0|0|64.0|0|0.0|0
0|2020-05-20|2780.0|0|69.0|0|0.0|0
0|2020-05-21|2780.0|0|69.0|0|0.0|0
0|2020-05-22|3001.0|0|73.0|0|0.0|0
0|2020-05-23|3001.0|0|73.0|0|0.0|0
