|dates|Hancock_Mississippi_UnitedStates.JHU_ConfirmedCases.data|Hancock_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|Hancock_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|Hancock_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|Hancock_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|Hancock_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|87.0|0|11.0|0|0.0|0
0|2020-05-28|87.0|0|11.0|0|0.0|0
0|2020-05-29|87.0|0|11.0|0|0.0|0
0|2020-05-30|87.0|0|11.0|0|0.0|0
