|dates|Marion_Arkansas_UnitedStates.JHU_ConfirmedCases.data|Marion_Arkansas_UnitedStates.JHU_ConfirmedCases.missing|Marion_Arkansas_UnitedStates.JHU_ConfirmedDeaths.data|Marion_Arkansas_UnitedStates.JHU_ConfirmedDeaths.missing|Marion_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.data|Marion_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|1.0|0|0.0|0|0.0|0
0|2020-05-15|1.0|0|0.0|0|0.0|0
0|2020-05-16|1.0|0|0.0|0|0.0|0
