|dates|Henry_Virginia_UnitedStates.JHU_ConfirmedCases.data|Henry_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Henry_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Henry_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Henry_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Henry_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|67.0|0|2.0|0|0.0|0
0|2020-05-25|77.0|0|2.0|0|0.0|0
0|2020-05-26|77.0|0|2.0|0|0.0|0
