|dates|Erie_Pennsylvania_UnitedStates.JHU_ConfirmedCases.data|Erie_Pennsylvania_UnitedStates.JHU_ConfirmedCases.missing|Erie_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.data|Erie_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.missing|Erie_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.data|Erie_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|235.0|0|4.0|0|0.0|0
0|2020-05-28|235.0|0|4.0|0|0.0|0
0|2020-05-29|235.0|0|4.0|0|0.0|0
0|2020-05-30|235.0|0|4.0|0|0.0|0
