|dates|St.James_Louisiana_UnitedStates.JHU_ConfirmedCases.data|St.James_Louisiana_UnitedStates.JHU_ConfirmedCases.missing|St.James_Louisiana_UnitedStates.JHU_ConfirmedDeaths.data|St.James_Louisiana_UnitedStates.JHU_ConfirmedDeaths.missing|St.James_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.data|St.James_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|293.0|0|25.0|0|0.0|0
0|2020-05-28|293.0|0|25.0|0|0.0|0
0|2020-05-29|293.0|0|25.0|0|0.0|0
0|2020-05-30|293.0|0|25.0|0|0.0|0
