|dates|Saluda_SouthCarolina_UnitedStates.JHU_ConfirmedCases.data|Saluda_SouthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Saluda_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Saluda_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Saluda_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Saluda_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|94.0|0|0.0|0|0.0|0
0|2020-05-15|98.0|0|0.0|0|0.0|0
0|2020-05-16|98.0|0|0.0|0|0.0|0
