|dates|Nelson_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Nelson_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Nelson_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Nelson_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Nelson_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Nelson_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|38.0|0|0.0|0|0.0|0
0|2020-05-28|38.0|0|0.0|0|0.0|0
0|2020-05-29|38.0|0|0.0|0|0.0|0
0|2020-05-30|38.0|0|0.0|0|0.0|0
