|dates|Natchitoches_Louisiana_UnitedStates.JHU_ConfirmedCases.data|Natchitoches_Louisiana_UnitedStates.JHU_ConfirmedCases.missing|Natchitoches_Louisiana_UnitedStates.JHU_ConfirmedDeaths.data|Natchitoches_Louisiana_UnitedStates.JHU_ConfirmedDeaths.missing|Natchitoches_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.data|Natchitoches_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|101.0|0|12.0|0|0.0|0
0|2020-05-18|103.0|0|12.0|0|0.0|0
0|2020-05-19|103.0|0|12.0|0|0.0|0
0|2020-05-20|103.0|0|13.0|0|0.0|0
0|2020-05-21|141.0|0|13.0|0|0.0|0
0|2020-05-22|145.0|0|13.0|0|0.0|0
0|2020-05-23|145.0|0|13.0|0|0.0|0
