|dates|Boone_Illinois_UnitedStates.JHU_ConfirmedCases.data|Boone_Illinois_UnitedStates.JHU_ConfirmedCases.missing|Boone_Illinois_UnitedStates.JHU_ConfirmedDeaths.data|Boone_Illinois_UnitedStates.JHU_ConfirmedDeaths.missing|Boone_Illinois_UnitedStates.JHU_ConfirmedRecoveries.data|Boone_Illinois_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|410.0|0|16.0|0|0.0|0
0|2020-05-28|410.0|0|16.0|0|0.0|0
0|2020-05-29|410.0|0|16.0|0|0.0|0
0|2020-05-30|410.0|0|16.0|0|0.0|0
