|dates|Humboldt_California_UnitedStates.JHU_ConfirmedCases.data|Humboldt_California_UnitedStates.JHU_ConfirmedCases.missing|Humboldt_California_UnitedStates.JHU_ConfirmedDeaths.data|Humboldt_California_UnitedStates.JHU_ConfirmedDeaths.missing|Humboldt_California_UnitedStates.JHU_ConfirmedRecoveries.data|Humboldt_California_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|98.0|0|2.0|0|0.0|0
0|2020-05-28|98.0|0|2.0|0|0.0|0
0|2020-05-29|98.0|0|2.0|0|0.0|0
0|2020-05-30|98.0|0|2.0|0|0.0|0
