|dates|Thomas_Georgia_UnitedStates.JHU_ConfirmedCases.data|Thomas_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Thomas_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Thomas_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Thomas_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Thomas_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|324.0|0|31.0|0|0.0|0
0|2020-05-28|324.0|0|31.0|0|0.0|0
0|2020-05-29|324.0|0|31.0|0|0.0|0
0|2020-05-30|324.0|0|31.0|0|0.0|0
