|dates|Marshall_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Marshall_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Marshall_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Marshall_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Marshall_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Marshall_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|37.0|0|2.0|0|0.0|0
0|2020-05-25|37.0|0|2.0|0|0.0|0
0|2020-05-26|37.0|0|2.0|0|0.0|0
