|dates|Chaves_NewMexico_UnitedStates.JHU_ConfirmedCases.data|Chaves_NewMexico_UnitedStates.JHU_ConfirmedCases.missing|Chaves_NewMexico_UnitedStates.JHU_ConfirmedDeaths.data|Chaves_NewMexico_UnitedStates.JHU_ConfirmedDeaths.missing|Chaves_NewMexico_UnitedStates.JHU_ConfirmedRecoveries.data|Chaves_NewMexico_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|30.0|0|2.0|0|0.0|0
0|2020-05-18|31.0|0|2.0|0|0.0|0
0|2020-05-19|31.0|0|2.0|0|0.0|0
0|2020-05-20|33.0|0|2.0|0|0.0|0
0|2020-05-21|34.0|0|2.0|0|0.0|0
0|2020-05-22|35.0|0|2.0|0|0.0|0
0|2020-05-23|35.0|0|2.0|0|0.0|0
