|dates|Coweta_Georgia_UnitedStates.JHU_ConfirmedCases.data|Coweta_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Coweta_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Coweta_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Coweta_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Coweta_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|284.0|0|4.0|0|0.0|0
0|2020-05-18|285.0|0|4.0|0|0.0|0
0|2020-05-19|287.0|0|4.0|0|0.0|0
0|2020-05-20|286.0|0|4.0|0|0.0|0
0|2020-05-21|303.0|0|7.0|0|0.0|0
0|2020-05-22|311.0|0|7.0|0|0.0|0
0|2020-05-23|311.0|0|7.0|0|0.0|0
