|dates|Todd_Minnesota_UnitedStates.JHU_ConfirmedCases.data|Todd_Minnesota_UnitedStates.JHU_ConfirmedCases.missing|Todd_Minnesota_UnitedStates.JHU_ConfirmedDeaths.data|Todd_Minnesota_UnitedStates.JHU_ConfirmedDeaths.missing|Todd_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.data|Todd_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|60.0|0|0.0|0|0.0|0
0|2020-05-18|73.0|0|0.0|0|0.0|0
0|2020-05-19|87.0|0|0.0|0|0.0|0
0|2020-05-20|110.0|0|0.0|0|0.0|0
0|2020-05-21|116.0|0|0.0|0|0.0|0
0|2020-05-22|140.0|0|0.0|0|0.0|0
0|2020-05-23|140.0|0|0.0|0|0.0|0
