|dates|Colleton_SouthCarolina_UnitedStates.JHU_ConfirmedCases.data|Colleton_SouthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Colleton_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Colleton_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Colleton_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Colleton_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|76.0|0|11.0|0|0.0|0
0|2020-05-28|76.0|0|11.0|0|0.0|0
0|2020-05-29|76.0|0|11.0|0|0.0|0
0|2020-05-30|76.0|0|11.0|0|0.0|0
