|dates|McCreary_Kentucky_UnitedStates.JHU_ConfirmedCases.data|McCreary_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|McCreary_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|McCreary_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|McCreary_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|McCreary_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|13.0|0|0.0|0|0.0|0
0|2020-05-28|13.0|0|0.0|0|0.0|0
0|2020-05-29|13.0|0|0.0|0|0.0|0
0|2020-05-30|13.0|0|0.0|0|0.0|0
