|dates|Yakima_Washington_UnitedStates.JHU_ConfirmedCases.data|Yakima_Washington_UnitedStates.JHU_ConfirmedCases.missing|Yakima_Washington_UnitedStates.JHU_ConfirmedDeaths.data|Yakima_Washington_UnitedStates.JHU_ConfirmedDeaths.missing|Yakima_Washington_UnitedStates.JHU_ConfirmedRecoveries.data|Yakima_Washington_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|3048.0|0|91.0|0|0.0|0
0|2020-05-28|3048.0|0|91.0|0|0.0|0
0|2020-05-29|3048.0|0|91.0|0|0.0|0
0|2020-05-30|3048.0|0|91.0|0|0.0|0
