|dates|Lafourche_Louisiana_UnitedStates.JHU_ConfirmedCases.data|Lafourche_Louisiana_UnitedStates.JHU_ConfirmedCases.missing|Lafourche_Louisiana_UnitedStates.JHU_ConfirmedDeaths.data|Lafourche_Louisiana_UnitedStates.JHU_ConfirmedDeaths.missing|Lafourche_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.data|Lafourche_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|781.0|0|71.0|0|0.0|0
0|2020-05-28|781.0|0|71.0|0|0.0|0
0|2020-05-29|781.0|0|71.0|0|0.0|0
0|2020-05-30|781.0|0|71.0|0|0.0|0
