|dates|Clarion_Pennsylvania_UnitedStates.JHU_ConfirmedCases.data|Clarion_Pennsylvania_UnitedStates.JHU_ConfirmedCases.missing|Clarion_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.data|Clarion_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.missing|Clarion_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.data|Clarion_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|24.0|0|1.0|0|0.0|0
0|2020-05-18|24.0|0|2.0|0|0.0|0
0|2020-05-19|24.0|0|2.0|0|0.0|0
0|2020-05-20|25.0|0|2.0|0|0.0|0
0|2020-05-21|25.0|0|2.0|0|0.0|0
0|2020-05-22|25.0|0|2.0|0|0.0|0
0|2020-05-23|25.0|0|2.0|0|0.0|0
