|dates|Kings_California_UnitedStates.JHU_ConfirmedCases.data|Kings_California_UnitedStates.JHU_ConfirmedCases.missing|Kings_California_UnitedStates.JHU_ConfirmedDeaths.data|Kings_California_UnitedStates.JHU_ConfirmedDeaths.missing|Kings_California_UnitedStates.JHU_ConfirmedRecoveries.data|Kings_California_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|517.0|0|2.0|0|0.0|0
0|2020-05-25|647.0|0|2.0|0|0.0|0
0|2020-05-26|647.0|0|2.0|0|0.0|0
