|dates|Monmouth_NewJersey_UnitedStates.JHU_ConfirmedCases.data|Monmouth_NewJersey_UnitedStates.JHU_ConfirmedCases.missing|Monmouth_NewJersey_UnitedStates.JHU_ConfirmedDeaths.data|Monmouth_NewJersey_UnitedStates.JHU_ConfirmedDeaths.missing|Monmouth_NewJersey_UnitedStates.JHU_ConfirmedRecoveries.data|Monmouth_NewJersey_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|7339.0|0|508.0|0|0.0|0
0|2020-05-18|7408.0|0|513.0|0|0.0|0
0|2020-05-19|7470.0|0|520.0|0|0.0|0
0|2020-05-20|7541.0|0|531.0|0|0.0|0
0|2020-05-21|7637.0|0|537.0|0|0.0|0
0|2020-05-22|7695.0|0|543.0|0|0.0|0
0|2020-05-23|7695.0|0|543.0|0|0.0|0
