|dates|Allendale_SouthCarolina_UnitedStates.JHU_ConfirmedCases.data|Allendale_SouthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Allendale_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Allendale_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Allendale_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Allendale_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|34.0|0|3.0|0|0.0|0
0|2020-05-28|34.0|0|3.0|0|0.0|0
0|2020-05-29|34.0|0|3.0|0|0.0|0
0|2020-05-30|34.0|0|3.0|0|0.0|0
