|dates|Steuben_NewYork_UnitedStates.JHU_ConfirmedCases.data|Steuben_NewYork_UnitedStates.JHU_ConfirmedCases.missing|Steuben_NewYork_UnitedStates.JHU_ConfirmedDeaths.data|Steuben_NewYork_UnitedStates.JHU_ConfirmedDeaths.missing|Steuben_NewYork_UnitedStates.JHU_ConfirmedRecoveries.data|Steuben_NewYork_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|234.0|0|39.0|0|0.0|0
0|2020-05-18|235.0|0|39.0|0|0.0|0
0|2020-05-19|236.0|0|41.0|0|0.0|0
0|2020-05-20|237.0|0|41.0|0|0.0|0
0|2020-05-21|238.0|0|41.0|0|0.0|0
0|2020-05-22|240.0|0|41.0|0|0.0|0
0|2020-05-23|240.0|0|41.0|0|0.0|0
