|dates|Bristol_Massachusetts_UnitedStates.JHU_ConfirmedCases.data|Bristol_Massachusetts_UnitedStates.JHU_ConfirmedCases.missing|Bristol_Massachusetts_UnitedStates.JHU_ConfirmedDeaths.data|Bristol_Massachusetts_UnitedStates.JHU_ConfirmedDeaths.missing|Bristol_Massachusetts_UnitedStates.JHU_ConfirmedRecoveries.data|Bristol_Massachusetts_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|5870.0|0|320.0|0|0.0|0
0|2020-05-18|5996.0|0|324.0|0|0.0|0
0|2020-05-19|6080.0|0|330.0|0|0.0|0
0|2020-05-20|6165.0|0|338.0|0|0.0|0
0|2020-05-21|6286.0|0|345.0|0|0.0|0
0|2020-05-22|6362.0|0|353.0|0|0.0|0
0|2020-05-23|6362.0|0|353.0|0|0.0|0
