|dates|Elmore_Alabama_UnitedStates.JHU_ConfirmedCases.data|Elmore_Alabama_UnitedStates.JHU_ConfirmedCases.missing|Elmore_Alabama_UnitedStates.JHU_ConfirmedDeaths.data|Elmore_Alabama_UnitedStates.JHU_ConfirmedDeaths.missing|Elmore_Alabama_UnitedStates.JHU_ConfirmedRecoveries.data|Elmore_Alabama_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|169.0|0|6.0|0|0.0|0
0|2020-05-15|178.0|0|6.0|0|0.0|0
0|2020-05-16|178.0|0|6.0|0|0.0|0
