|dates|Coffee_Alabama_UnitedStates.JHU_ConfirmedCases.data|Coffee_Alabama_UnitedStates.JHU_ConfirmedCases.missing|Coffee_Alabama_UnitedStates.JHU_ConfirmedDeaths.data|Coffee_Alabama_UnitedStates.JHU_ConfirmedDeaths.missing|Coffee_Alabama_UnitedStates.JHU_ConfirmedRecoveries.data|Coffee_Alabama_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|166.0|0|1.0|0|0.0|0
0|2020-05-18|171.0|0|1.0|0|0.0|0
0|2020-05-19|175.0|0|1.0|0|0.0|0
0|2020-05-20|184.0|0|1.0|0|0.0|0
0|2020-05-21|184.0|0|1.0|0|0.0|0
0|2020-05-22|189.0|0|1.0|0|0.0|0
0|2020-05-23|189.0|0|1.0|0|0.0|0
