|dates|PointeCoupee_Louisiana_UnitedStates.JHU_ConfirmedCases.data|PointeCoupee_Louisiana_UnitedStates.JHU_ConfirmedCases.missing|PointeCoupee_Louisiana_UnitedStates.JHU_ConfirmedDeaths.data|PointeCoupee_Louisiana_UnitedStates.JHU_ConfirmedDeaths.missing|PointeCoupee_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.data|PointeCoupee_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|189.0|0|24.0|0|0.0|0
0|2020-05-28|189.0|0|24.0|0|0.0|0
0|2020-05-29|189.0|0|24.0|0|0.0|0
0|2020-05-30|189.0|0|24.0|0|0.0|0
