|dates|Union_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Union_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Union_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Union_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Union_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Union_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|10.0|0|0.0|0|0.0|0
0|2020-05-25|10.0|0|0.0|0|0.0|0
0|2020-05-26|10.0|0|0.0|0|0.0|0
