|dates|Johnston_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Johnston_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Johnston_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Johnston_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Johnston_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Johnston_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|331.0|0|20.0|0|0.0|0
0|2020-05-25|351.0|0|20.0|0|0.0|0
0|2020-05-26|351.0|0|20.0|0|0.0|0
