|dates|Wayne_Georgia_UnitedStates.JHU_ConfirmedCases.data|Wayne_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Wayne_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Wayne_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Wayne_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Wayne_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|14.0|0|0.0|0|0.0|0
0|2020-05-15|14.0|0|0.0|0|0.0|0
0|2020-05-16|14.0|0|0.0|0|0.0|0
