|dates|Porter_Indiana_UnitedStates.JHU_ConfirmedCases.data|Porter_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Porter_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Porter_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Porter_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Porter_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|495.0|0|21.0|0|0.0|0
0|2020-05-28|495.0|0|21.0|0|0.0|0
0|2020-05-29|495.0|0|21.0|0|0.0|0
0|2020-05-30|495.0|0|21.0|0|0.0|0
