|dates|Houston_Georgia_UnitedStates.JHU_ConfirmedCases.data|Houston_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Houston_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Houston_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Houston_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Houston_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|362.0|0|16.0|0|0.0|0
0|2020-05-28|362.0|0|16.0|0|0.0|0
0|2020-05-29|362.0|0|16.0|0|0.0|0
0|2020-05-30|362.0|0|16.0|0|0.0|0
