|dates|Franklin_Missouri_UnitedStates.JHU_ConfirmedCases.data|Franklin_Missouri_UnitedStates.JHU_ConfirmedCases.missing|Franklin_Missouri_UnitedStates.JHU_ConfirmedDeaths.data|Franklin_Missouri_UnitedStates.JHU_ConfirmedDeaths.missing|Franklin_Missouri_UnitedStates.JHU_ConfirmedRecoveries.data|Franklin_Missouri_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|134.0|0|14.0|0|0.0|0
0|2020-05-18|135.0|0|14.0|0|0.0|0
0|2020-05-19|135.0|0|14.0|0|0.0|0
0|2020-05-20|136.0|0|15.0|0|0.0|0
0|2020-05-21|137.0|0|15.0|0|0.0|0
0|2020-05-22|137.0|0|16.0|0|0.0|0
0|2020-05-23|137.0|0|16.0|0|0.0|0
