|dates|Flagler_Florida_UnitedStates.JHU_ConfirmedCases.data|Flagler_Florida_UnitedStates.JHU_ConfirmedCases.missing|Flagler_Florida_UnitedStates.JHU_ConfirmedDeaths.data|Flagler_Florida_UnitedStates.JHU_ConfirmedDeaths.missing|Flagler_Florida_UnitedStates.JHU_ConfirmedRecoveries.data|Flagler_Florida_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|178.0|0|4.0|0|0.0|0
0|2020-05-28|178.0|0|4.0|0|0.0|0
0|2020-05-29|178.0|0|4.0|0|0.0|0
0|2020-05-30|178.0|0|4.0|0|0.0|0
