|dates|Inyo_California_UnitedStates.JHU_ConfirmedCases.data|Inyo_California_UnitedStates.JHU_ConfirmedCases.missing|Inyo_California_UnitedStates.JHU_ConfirmedDeaths.data|Inyo_California_UnitedStates.JHU_ConfirmedDeaths.missing|Inyo_California_UnitedStates.JHU_ConfirmedRecoveries.data|Inyo_California_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|19.0|0|1.0|0|0.0|0
0|2020-05-15|19.0|0|1.0|0|0.0|0
0|2020-05-16|19.0|0|1.0|0|0.0|0
