|dates|Crawford_Ohio_UnitedStates.JHU_ConfirmedCases.data|Crawford_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Crawford_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Crawford_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Crawford_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Crawford_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|104.0|0|3.0|0|0.0|0
0|2020-05-25|104.0|0|3.0|0|0.0|0
0|2020-05-26|104.0|0|3.0|0|0.0|0
