|dates|Jefferson_Ohio_UnitedStates.JHU_ConfirmedCases.data|Jefferson_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Jefferson_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Jefferson_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Jefferson_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Jefferson_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|61.0|0|2.0|0|0.0|0
0|2020-05-18|61.0|0|2.0|0|0.0|0
0|2020-05-19|61.0|0|2.0|0|0.0|0
0|2020-05-20|62.0|0|2.0|0|0.0|0
0|2020-05-21|62.0|0|2.0|0|0.0|0
0|2020-05-22|62.0|0|2.0|0|0.0|0
0|2020-05-23|62.0|0|2.0|0|0.0|0
