|dates|Pender_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Pender_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Pender_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Pender_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Pender_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Pender_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|45.0|0|1.0|0|0.0|0
0|2020-05-18|49.0|0|1.0|0|0.0|0
0|2020-05-19|49.0|0|1.0|0|0.0|0
0|2020-05-20|50.0|0|1.0|0|0.0|0
0|2020-05-21|50.0|0|1.0|0|0.0|0
0|2020-05-22|64.0|0|1.0|0|0.0|0
0|2020-05-23|64.0|0|1.0|0|0.0|0
