|dates|Waukesha_Wisconsin_UnitedStates.JHU_ConfirmedCases.data|Waukesha_Wisconsin_UnitedStates.JHU_ConfirmedCases.missing|Waukesha_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.data|Waukesha_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.missing|Waukesha_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.data|Waukesha_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|593.0|0|28.0|0|0.0|0
0|2020-05-28|593.0|0|28.0|0|0.0|0
0|2020-05-29|593.0|0|28.0|0|0.0|0
0|2020-05-30|593.0|0|28.0|0|0.0|0
