|dates|Josephine_Oregon_UnitedStates.JHU_ConfirmedCases.data|Josephine_Oregon_UnitedStates.JHU_ConfirmedCases.missing|Josephine_Oregon_UnitedStates.JHU_ConfirmedDeaths.data|Josephine_Oregon_UnitedStates.JHU_ConfirmedDeaths.missing|Josephine_Oregon_UnitedStates.JHU_ConfirmedRecoveries.data|Josephine_Oregon_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|25.0|0|1.0|0|0.0|0
0|2020-05-18|25.0|0|1.0|0|0.0|0
0|2020-05-19|25.0|0|1.0|0|0.0|0
0|2020-05-20|27.0|0|1.0|0|0.0|0
0|2020-05-21|25.0|0|1.0|0|0.0|0
0|2020-05-22|25.0|0|1.0|0|0.0|0
0|2020-05-23|25.0|0|1.0|0|0.0|0
