|dates|Polk_Georgia_UnitedStates.JHU_ConfirmedCases.data|Polk_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Polk_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Polk_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Polk_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Polk_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|79.0|0|0.0|0|0.0|0
0|2020-05-18|80.0|0|0.0|0|0.0|0
0|2020-05-19|80.0|0|0.0|0|0.0|0
0|2020-05-20|86.0|0|0.0|0|0.0|0
0|2020-05-21|87.0|0|0.0|0|0.0|0
0|2020-05-22|93.0|0|0.0|0|0.0|0
0|2020-05-23|93.0|0|0.0|0|0.0|0
