|dates|Gregg_Texas_UnitedStates.JHU_ConfirmedCases.data|Gregg_Texas_UnitedStates.JHU_ConfirmedCases.missing|Gregg_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Gregg_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Gregg_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Gregg_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|185.0|0|4.0|0|0.0|0
0|2020-05-25|185.0|0|4.0|0|0.0|0
0|2020-05-26|185.0|0|4.0|0|0.0|0
