|dates|Washington_RhodeIsland_UnitedStates.JHU_ConfirmedCases.data|Washington_RhodeIsland_UnitedStates.JHU_ConfirmedCases.missing|Washington_RhodeIsland_UnitedStates.JHU_ConfirmedDeaths.data|Washington_RhodeIsland_UnitedStates.JHU_ConfirmedDeaths.missing|Washington_RhodeIsland_UnitedStates.JHU_ConfirmedRecoveries.data|Washington_RhodeIsland_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|425.0|0|0.0|0|0.0|0
0|2020-05-15|425.0|0|0.0|0|0.0|0
0|2020-05-16|425.0|0|0.0|0|0.0|0
