|dates|Allen_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Allen_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Allen_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Allen_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Allen_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Allen_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|33.0|0|1.0|0|0.0|0
0|2020-05-15|37.0|0|1.0|0|0.0|0
0|2020-05-16|37.0|0|1.0|0|0.0|0
