|dates|Perquimans_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Perquimans_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Perquimans_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Perquimans_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Perquimans_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Perquimans_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|20.0|0|2.0|0|0.0|0
0|2020-05-15|21.0|0|2.0|0|0.0|0
0|2020-05-16|21.0|0|2.0|0|0.0|0
