|dates|Sandusky_Ohio_UnitedStates.JHU_ConfirmedCases.data|Sandusky_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Sandusky_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Sandusky_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Sandusky_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Sandusky_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|56.0|0|8.0|0|0.0|0
0|2020-05-18|57.0|0|9.0|0|0.0|0
0|2020-05-19|62.0|0|9.0|0|0.0|0
0|2020-05-20|63.0|0|9.0|0|0.0|0
0|2020-05-21|63.0|0|9.0|0|0.0|0
0|2020-05-22|63.0|0|9.0|0|0.0|0
0|2020-05-23|63.0|0|9.0|0|0.0|0
