|dates|Montgomery_Arkansas_UnitedStates.JHU_ConfirmedCases.data|Montgomery_Arkansas_UnitedStates.JHU_ConfirmedCases.missing|Montgomery_Arkansas_UnitedStates.JHU_ConfirmedDeaths.data|Montgomery_Arkansas_UnitedStates.JHU_ConfirmedDeaths.missing|Montgomery_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.data|Montgomery_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|1.0|0|0.0|0|0.0|0
0|2020-05-28|1.0|0|0.0|0|0.0|0
0|2020-05-29|1.0|0|0.0|0|0.0|0
0|2020-05-30|1.0|0|0.0|0|0.0|0
