|dates|Bienville_Louisiana_UnitedStates.JHU_ConfirmedCases.data|Bienville_Louisiana_UnitedStates.JHU_ConfirmedCases.missing|Bienville_Louisiana_UnitedStates.JHU_ConfirmedDeaths.data|Bienville_Louisiana_UnitedStates.JHU_ConfirmedDeaths.missing|Bienville_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.data|Bienville_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|81.0|0|20.0|0|0.0|0
0|2020-05-15|83.0|0|20.0|0|0.0|0
0|2020-05-16|83.0|0|20.0|0|0.0|0
