|dates|Hoke_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Hoke_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Hoke_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Hoke_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Hoke_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Hoke_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|134.0|0|0.0|0|0.0|0
0|2020-05-15|140.0|0|0.0|0|0.0|0
0|2020-05-16|140.0|0|0.0|0|0.0|0
