|dates|Sanborn_SouthDakota_UnitedStates.JHU_ConfirmedCases.data|Sanborn_SouthDakota_UnitedStates.JHU_ConfirmedCases.missing|Sanborn_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.data|Sanborn_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.missing|Sanborn_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.data|Sanborn_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|10.0|0|0.0|0|0.0|0
0|2020-05-25|11.0|0|0.0|0|0.0|0
0|2020-05-26|11.0|0|0.0|0|0.0|0
