|dates|Attala_Mississippi_UnitedStates.JHU_ConfirmedCases.data|Attala_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|Attala_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|Attala_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|Attala_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|Attala_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|212.0|0|5.0|0|0.0|0
0|2020-05-15|224.0|0|5.0|0|0.0|0
0|2020-05-16|224.0|0|5.0|0|0.0|0
