|dates|Carbon_Utah_UnitedStates.JHU_ConfirmedCases.data|Carbon_Utah_UnitedStates.JHU_ConfirmedCases.missing|Carbon_Utah_UnitedStates.JHU_ConfirmedDeaths.data|Carbon_Utah_UnitedStates.JHU_ConfirmedDeaths.missing|Carbon_Utah_UnitedStates.JHU_ConfirmedRecoveries.data|Carbon_Utah_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|2.0|0|0.0|0|0.0|0
0|2020-05-25|2.0|0|0.0|0|0.0|0
0|2020-05-26|2.0|0|0.0|0|0.0|0
