|dates|Mobile_Alabama_UnitedStates.JHU_ConfirmedCases.data|Mobile_Alabama_UnitedStates.JHU_ConfirmedCases.missing|Mobile_Alabama_UnitedStates.JHU_ConfirmedDeaths.data|Mobile_Alabama_UnitedStates.JHU_ConfirmedDeaths.missing|Mobile_Alabama_UnitedStates.JHU_ConfirmedRecoveries.data|Mobile_Alabama_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|1701.0|0|101.0|0|0.0|0
0|2020-05-18|1735.0|0|101.0|0|0.0|0
0|2020-05-19|1751.0|0|103.0|0|0.0|0
0|2020-05-20|1822.0|0|106.0|0|0.0|0
0|2020-05-21|1870.0|0|107.0|0|0.0|0
0|2020-05-22|1916.0|0|107.0|0|0.0|0
0|2020-05-23|1916.0|0|107.0|0|0.0|0
