|dates|Kearny_Kansas_UnitedStates.JHU_ConfirmedCases.data|Kearny_Kansas_UnitedStates.JHU_ConfirmedCases.missing|Kearny_Kansas_UnitedStates.JHU_ConfirmedDeaths.data|Kearny_Kansas_UnitedStates.JHU_ConfirmedDeaths.missing|Kearny_Kansas_UnitedStates.JHU_ConfirmedRecoveries.data|Kearny_Kansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|40.0|0|1.0|0|0.0|0
0|2020-05-25|40.0|0|1.0|0|0.0|0
0|2020-05-26|40.0|0|1.0|0|0.0|0
