|dates|BigHorn_Montana_UnitedStates.JHU_ConfirmedCases.data|BigHorn_Montana_UnitedStates.JHU_ConfirmedCases.missing|BigHorn_Montana_UnitedStates.JHU_ConfirmedDeaths.data|BigHorn_Montana_UnitedStates.JHU_ConfirmedDeaths.missing|BigHorn_Montana_UnitedStates.JHU_ConfirmedRecoveries.data|BigHorn_Montana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|4.0|0|0.0|0|0.0|0
0|2020-05-15|8.0|0|0.0|0|0.0|0
0|2020-05-16|8.0|0|0.0|0|0.0|0
